PRODUTO,ADIÇÃO,ITEM,CODIGO,CODIGO GIIRO,NCM,QUANTD,PESO LID. UNIT,PESO LIQ TOTAL,FATOR PESO,FOB UNIT USD,FOB TOTAL USD,VLR TOTALFOB R$,SERVICE CHARGES,SERVICE CHARGES R$,FRETE INT.USD,FRETE INT.R$,ACRESC. FRETE USD,ACRESC. FRETE R$,VLR CFR UNIT,VLR CFR TOTAL,SEGURO INT.USD,SEGURO INT.R$,THC USD,THC R$,VLR ADUANEIRO USD,VLR ADUANEIRO R$,II,IPI,PIS,COFINS,ICMS,ICMS REDUZIDO,REDUÇÃO,VLR II,BC IPI,VLR IPI,BC PIS/COFINS,VLR PIS,VLR COFINS,DESP. ADUANEIRA,BC ICMS S/REDUÇÃO,VLR ICMS S/RED.,BC ICMS REDUZIDO,VLR ICMS REDUZ.,VLR UNIT PROD. NF,VLR TOTAL PROD. NF,VLR TOTAL NF S/ICMS ST,BC ICMS-ST,MVA,ICMS-ST,VLR ICMS-ST,VLR TOTAL NF C/ICMS-ST,,FATOR VLR FOB,FATOR TX SISCOMEX,MULTA,TX DEF. LI,TAXA SISCOMEX,OUTRAS TX AGENTE,DELIVERY FEE,DESCONS.,COLLECT FEE,HANDLING,DAI,DAPE,LI+DTA+HONOR.NIX,HONORÁRIOS NIX,DESP. DESEMBARAÇO,DIF. CAMBIAL FRETE,DIF CAMBIAL FOB,CUSTO UNIT FINAL,CUSTO TOTAL FINAL
TRANSDUCER SUCTION - TRANSDUTOR BAIXA PRESSÃO 200PSI 2E43631G08 ERA 417963 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO SÉRIE T,8,16,GO421313,006514, 9026.20.90 ,18,0.066667,1.20,0.01810501,20.2900, 365.220 ," 2,090.56 ", -   , -   , 38.21 , 218.73 , -   , -   , 22.4129 , 403.4324 , -   , -   , -   , -   , 403.43 ," 2,309.29 ",18.00%,0.00%,2.10%,10.45%,19.00%,,, 415.67 ," 2,724.96 ", -   ," 2,309.29 ", 48.50 , 241.32 , 98.08 ," 3,843.03 ", 730.18 ," 3,843.03 ", 730.18 , 151.39 ," 2,724.96 "," 3,843.03 ",,,,," 3,843.03 ",,0.03779634,0.0100384981858223,,, 20.99 , -   , -   , -   , -   , -   , 19.72 , -   , 143.44 , 57.37 , 143.44 , -   , 17.49 , 181.88 ," 3,273.78 "
PRESSURE SENSOR TRANSDUCER V-SERIES & BUS A/C - TRANSDUTOR DE ALTA PRESSAO SERIE V 1E12399H01 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,8,23,GO415781,006055, 9026.20.90 ,7,0.071429,0.50,0.00754375,7.9800, 55.860 , 319.75 , -   , -   , 15.92 , 91.14 , -   , -   , 10.2545 , 71.7818 , -   , -   , -   , -   , 71.78 , 410.89 ,18.00%,0.00%,2.10%,10.45%,19.00%,,, 73.96 , 484.85 , -   , 410.89 , 8.63 , 42.94 , 15.00 , 680.76 , 129.34 , 680.76 , 129.34 , 69.26 , 484.85 , 680.76 ,,,,, 680.76 ,,0.00578091,0.0100384981858223,,, 3.21 , -   , -   , -   , -   , -   , 3.02 , -   , 21.94 , 8.78 , 21.94 , -   , 2.68 , 82.29 , 576.03 
PRESSURE SENSOR TRANSDUCER - TRANSDUTOR DE PRESSAO 500 PSI ERA 421309 DE DESCARGA USADO EM EQUIPAMENTO DE REFRIGERAÇÃO  ,8,34,GO422827,003052, 9026.20.90 ,12,0.083333,1.00,0.01508751,20.2900, 243.480 ," 1,393.70 ", -   , -   , 31.84 , 182.28 , -   , -   , 22.9436 , 275.3237 , -   , -   , -   , -   , 275.32 ," 1,575.98 ",18.00%,0.00%,2.10%,10.45%,19.00%,,, 283.68 ," 1,859.66 ", -   ," 1,575.98 ", 33.10 , 164.69 , 65.38 ," 2,620.77 ", 497.95 ," 2,620.77 ", 497.95 , 154.97 ," 1,859.66 "," 2,620.77 ",,,,," 2,620.77 ",,0.02519756,0.0100384981858223,,, 13.99 , -   , -   , -   , -   , -   , 13.14 , -   , 95.62 , 38.25 , 95.62 , -   , 11.66 , 185.84 ," 2,230.11 "
PRESSURE SENSOR - TRANSDUTOR DE PRESSAO ERA 421310 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,8,35,GO421310,003142, 9026.20.90 ,9,0.111111,1.00,0.01508751,20.2900, 182.610 ," 1,045.28 ", -   , -   , 31.84 , 182.28 , -   , -   , 23.8282 , 214.4537 , -   , -   , -   , -   , 214.45 ," 1,227.55 ",18.00%,0.00%,2.10%,10.45%,19.00%,,, 220.96 ," 1,448.51 ", -   ," 1,227.55 ", 25.78 , 128.28 , 49.04 ," 2,039.03 ", 387.41 ," 2,039.03 ", 387.41 , 160.95 ," 1,448.51 "," 2,039.03 ",,,,," 2,039.03 ",,0.01889817,0.0100384981858223,,, 10.49 , -   , -   , -   , -   , -   , 9.86 , -   , 71.72 , 28.69 , 71.72 , -   , 8.75 , 192.45 ," 1,732.08 "
TANK COOLANT LEVEL SENSOR SWITCH T-SERIES - SENSOR DE NIVEL  DO LIQUIDO DE  ARREFECIMENTO 1E53295G03 ERA 4204277 DE MOTOR DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,9,17,GO422347,006525, 8536.50.90 ,6,0.050000,0.30,0.00452625,16.5000, 99.000 , 566.69 , -   , -   , 9.55 , 54.68 , -   , -   , 18.0922 , 108.5531 , -   , -   , -   , -   , 108.55 , 621.37 ,16.00%,9.75%,2.10%,9.65%,19.00%,,, 99.42 , 720.79 , 70.28 , 621.37 , 13.05 , 59.96 , 26.59 ," 1,099.58 ", 208.92 ," 1,099.58 ", 208.92 , 120.13 , 720.79 ," 1,099.58 ",,,,," 1,099.58 ",,0.01024544,0.0100384981858223,,, 5.69 , -   , -   , -   , -   , -   , 5.34 , -   , 38.88 , 15.55 , 38.88 , -   , 4.74 , 155.71 , 934.28 
"SWITCH, OIL LEVEL - INTERRUPTOR DE NIVEL DE OLEO 9210C60G01 DE MOTOR DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO",10,18,GO420402,006515, 9026.10.29 ,6,0.050000,0.30,0.00452625,15.6800, 94.080 , 538.52 , -   , -   , 9.55 , 54.68 , -   , -   , 17.2722 , 103.6331 , -   , -   , -   , -   , 103.63 , 593.21 ,18.00%,0.00%,2.10%,10.45%,19.00%,,, 106.78 , 699.98 , -   , 593.21 , 12.46 , 61.99 , 25.26 , 987.28 , 187.58 , 987.28 , 187.58 , 116.66 , 699.98 , 987.28 ,,,,, 987.28 ,,0.00973627,0.0100384981858223,,, 5.41 , -   , -   , -   , -   , -   , 5.08 , -   , 36.95 , 14.78 , 36.95 , -   , 4.51 , 140.19 , 841.15 
"SENSOR, OIL LEVEL - SENSOR DE NIVEL DE OLEO 1E01202G01 DE MOTOR DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO",10,19,GO414470,006529, 9026.10.29 ,11,0.072727,0.80,0.01207001,15.2200, 167.420 , 958.33 , -   , -   , 25.47 , 145.82 , -   , -   , 17.5359 , 192.8950 , -   , -   , -   , -   , 192.89 ," 1,104.15 ",18.00%,0.00%,2.10%,10.45%,19.00%,,, 198.75 ," 1,302.90 ", -   ," 1,104.15 ", 23.19 , 115.38 , 44.96 ," 1,835.10 ", 348.67 ," 1,835.10 ", 348.67 , 118.45 ," 1,302.90 "," 1,835.10 ",,,,," 1,835.10 ",,0.01732617,0.0100384981858223,,, 9.62 , -   , -   , -   , -   , -   , 9.04 , -   , 65.75 , 26.30 , 65.75 , -   , 8.02 , 141.84 ," 1,560.20 "
SENSOR SWITCH TANK COOLANT LEVEL - SENSOR DE NIVEL  DO LIQUIDO DE  ARREFECIMENTO DE MOTOR DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO ,10,29,GO132543,004039, 9026.10.29 ,8,0.037500,0.30,0.00452625,3.7700, 30.160 , 172.64 , -   , -   , 9.55 , 54.68 , -   , -   , 4.9641 , 39.7131 , -   , -   , -   , -   , 39.71 , 227.32 ,18.00%,0.00%,2.10%,10.45%,19.00%,,, 40.92 , 268.24 , -   , 227.32 , 4.77 , 23.76 , 8.10 , 376.38 , 71.51 , 376.38 , 71.51 , 33.53 , 268.24 , 376.38 ,,,,, 376.38 ,,0.00312124,0.0100384981858223,,, 1.73 , -   , -   , -   , -   , -   , 1.63 , -   , 11.85 , 4.74 , 11.85 , -   , 1.44 , 39.77 , 318.16 
"SENSOR, RPM W/O BOOT - SENSOR DE ROTACAO DO MOTOR (RPM) C/S 1189A70G03 DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO",11,24,GO449298,006052, 9032.89.89 ,12,0.066667,0.80,0.01207001,7.9800, 95.760 , 548.14 , -   , -   , 25.47 , 145.82 , -   , -   , 10.1029 , 121.2350 , -   , -   , -   , -   , 121.23 , 693.96 ,12.60%,9.75%,2.10%,10.45%,19.00%,,, 87.44 , 781.40 , 76.19 , 693.96 , 14.57 , 72.52 , 25.72 ," 1,198.02 ", 227.62 ," 1,198.02 ", 227.62 , 65.12 , 781.40 ," 1,198.02 ",,,,," 1,198.02 ",,0.00991013,0.0100384981858223,,, 5.50 , -   , -   , -   , -   , -   , 5.17 , -   , 37.61 , 15.04 , 37.61 , -   , 4.59 , 84.38 ," 1,012.59 "
COOLANT LEVEL SENSOR SLXe / SLXi - SENSOR DE NIVEL  DO LIQUIDO DE  ARREFECIMENTO DE MOTOR DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,11,30,GO419489,004280, 9032.89.89 ,8,0.037500,0.30,0.00452625,5.2200, 41.760 , 239.04 , -   , -   , 9.55 , 54.68 , -   , -   , 6.4141 , 51.3131 , -   , -   , -   , -   , 51.31 , 293.72 ,12.60%,9.75%,2.10%,10.45%,19.00%,,, 37.01 , 330.73 , 32.25 , 293.72 , 6.17 , 30.69 , 11.21 , 507.47 , 96.42 , 507.47 , 96.42 , 41.34 , 330.73 , 507.47 ,,,,, 507.47 ,,0.00432171,0.0100384981858223,,, 2.40 , -   , -   , -   , -   , -   , 2.25 , -   , 16.40 , 6.56 , 16.40 , -   , 2.00 , 53.68 , 429.45 
"SENSOR, OIL PRESSURE -  SENSOR PRESSÃO OLEO  1B13040G01 DE MOTOR DIESEL USADO EM EQUIPAMENTO DE REFRIGERAÇÃO",12,25,GO448883,006530, 9032.89.81 ,3,0.150000,0.45,0.00678938,7.9800, 23.940 , 137.03 , -   , -   , 14.33 , 82.02 , -   , -   , 12.7566 , 38.2697 , -   , -   , -   , -   , 38.27 , 219.06 ,12.60%,9.75%,2.10%,10.45%,19.00%,,, 27.60 , 246.66 , 24.05 , 219.06 , 4.60 , 22.89 , 6.43 , 376.09 , 71.46 , 376.09 , 71.46 , 82.22 , 246.66 , 376.09 ,,,,, 376.09 ,,0.00247753,0.0100384981858223,,, 1.38 , -   , -   , -   , -   , -   , 1.29 , -   , 9.40 , 3.76 , 9.40 , -   , 1.15 , 105.06 , 315.18 
VALVE CPR - VALVULA REGULADORA DE PRESSAO DOS COMPRESSORES X430 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,13,26,GO614527,006467, 8481.10.00 ,2,0.750000,1.50,0.02263126,75.3700, 150.740 , 862.85 , -   , -   , 47.77 , 273.41 , -   , -   , 99.2528 , 198.5055 , -   , -   , -   , -   , 198.51 ," 1,136.27 ",12.60%,0.00%,2.10%,10.45%,19.00%,,, 143.17 ," 1,279.44 ", -   ," 1,136.27 ", 23.86 , 118.74 , 40.48 ," 1,805.58 ", 343.06 ," 1,805.58 ", 343.06 , 639.72 ," 1,279.44 "," 1,805.58 ",,,,," 1,805.58 ",,0.01559997,0.0100384981858223,,, 8.66 , -   , -   , -   , -   , -   , 8.14 , -   , 59.20 , 23.68 , 59.20 , -   , 7.22 , 764.47 ," 1,528.94 "
VALVE CONDENSING INLET XYU-3 12V DC LAK - VALVULA SOLENOIDE DO CONDENSADOR T8001000 ERA 614861 DO EQUIPAMENTO DE REFRIGERAÇÃO MODELO T-1000,14,27,GO616618,001294, 8481.80.92 ,10,1.000000,10.00,0.15087508,239.1400," 2,391.400 "," 13,688.61 ", -   , -   , 318.44 ," 1,822.76 ", -   , -   , 270.9837 ," 2,709.8369 ", -   , -   , -   , -   ," 2,709.84 "," 15,511.38 ",12.60%,0.00%,2.10%,10.45%,19.00%,,," 1,954.43 "," 17,465.81 ", -   ," 15,511.38 ", 325.74 ," 1,620.94 ", 642.19 ," 24,758.86 "," 4,704.18 "," 24,758.86 "," 4,704.18 "," 1,746.58 "," 17,465.81 "," 24,758.86 ",,,,," 24,758.86 ",,0.24748418,0.0100384981858223,,, 137.41 , -   , -   , -   , -   , -   , 129.10 , -   , 939.20 , 375.68 , 939.20 , -   , 114.55 ," 2,110.84 "," 21,108.43 "
12V SOLENOID VALVE PILOT SB- I I I / SB / V-500 - VALVULA SOLENOIDE PILOTO 12V  ERA 0667636 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,14,28,GO667636,006491, 8481.80.92 ,18,0.333333,6.00,0.09052505,15.9500, 287.100 ," 1,643.39 ", -   , -   , 191.06 ," 1,093.66 ", -   , -   , 26.5646 , 478.1622 , -   , -   , -   , -   , 478.16 ," 2,737.05 ",12.60%,0.00%,2.10%,10.45%,19.00%,,, 344.87 ," 3,081.92 ", -   ," 2,737.05 ", 57.48 , 286.02 , 77.10 ," 4,324.09 ", 821.58 ," 4,324.09 ", 821.58 , 171.22 ," 3,081.92 "," 4,324.09 ",,,,," 4,324.09 ",,0.02971176,0.0100384981858223,,, 16.50 , -   , -   , -   , -   , -   , 15.50 , -   , 112.76 , 45.10 , 112.76 , -   , 13.75 , 201.61 ," 3,629.02 "
MOUNT VIBRATION TRUCK UNITS - COXINS DE BORRACHA P/ FIXAÇÃO DO  MOTOR DIESEL SERIE T  ERA 0928822 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,15,32,GO930577,006487, 4016.99.90 ,180,0.062222,11.20,0.16898008,1.4500, 261.000 ," 1,493.99 ", -   , -   , 356.65 ," 2,041.50 ", -   , -   , 3.4314 , 617.6494 , -   , -   , -   , -   , 617.65 ," 3,535.49 ",16.00%,11.70%,2.10%,9.65%,19.00%,,, 565.68 ," 4,101.16 ", 479.84 ," 3,535.49 ", 74.25 , 341.17 , 70.09 ," 6,254.95 "," 1,188.44 "," 6,254.95 "," 1,188.44 ", 22.78 ," 4,101.16 "," 6,254.95 ",,,,," 6,254.95 ",,0.02701069,0.0100384981858223,,, 15.00 , -   , -   , -   , -   , -   , 14.09 , -   , 102.51 , 41.00 , 102.51 , -   , 12.50 , 28.79 ," 5,181.52 "
"GASKET KIT, COMPRESSOR X426 & X430 - JOGO DE JUNTAS DO COMPRESSOR X426/430 ERA 300209 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO",16,33,GO300243,006501, 7318.15.00 ,12,0.550000,6.60,0.09957755,26.8200, 321.840 ," 1,842.24 ", -   , -   , 210.17 ," 1,203.02 ", -   , -   , 44.3340 , 532.0084 , -   , -   , -   , -   , 532.01 ," 3,045.27 ",16.00%,6.50%,2.10%,9.65%,19.00%,,, 487.24 ," 3,532.51 ", 229.61 ," 3,045.27 ", 63.95 , 293.87 , 86.43 ," 5,193.05 ", 986.68 ," 5,193.05 ", 986.68 , 294.38 ," 3,532.51 "," 5,193.05 ",,,,," 5,193.05 ",,0.03330698,0.0100384981858223,,, 18.49 , -   , -   , -   , -   , -   , 17.37 , -   , 126.40 , 50.56 , 126.40 , -   , 15.42 , 362.35 ," 4,348.19 "
GASKET SET COMPRESSOR X214 / D214 - KIT DE JUNTAS DO COMPRESSOR MODELO X214 USADO EM EQUIPAMENTO DE REFRIGERAÇÃO,17,37,GO300247,006520, 3926.90.69 ,9,0.555556,5.00,0.07543754,22.4700, 202.230 ," 1,157.58 ", -   , -   , 159.22 , 911.38 , -   , -   , 40.1609 , 361.4485 , -   , -   , -   , -   , 361.45 ," 2,068.97 ",16.20%,9.75%,2.10%,9.65%,19.00%,,, 335.17 ," 2,404.14 ", 234.40 ," 2,068.97 ", 43.45 , 199.66 , 54.31 ," 3,624.63 ", 688.68 ," 3,624.63 ", 688.68 , 267.13 ," 2,404.14 "," 3,624.63 ",,,,," 3,624.63 ",,0.02092863,0.0100384981858223,,, 11.62 , -   , -   , -   , -   , -   , 10.92 , -   , 79.42 , 31.77 , 79.42 , -   , 9.69 , 336.12 ," 3,025.07 "
"VALVE, PRESSURE RELIEF - VALVULA DE ALIVIO 9177C64G02 ERA 666543 PARA SISTEMA DE REFRIGERAÇÃO",18,38,GO667392,006526, 8481.40.00 ,9,0.200000,1.80,0.02715751,5.8000, 52.200 , 298.80 , -   , -   , 57.32 , 328.10 , -   , -   , 12.1687 , 109.5186 , -   , -   , -   , -   , 109.52 , 626.90 ,12.60%,0.00%,2.10%,10.45%,19.00%,,, 78.99 , 705.88 , -   , 626.90 , 13.16 , 65.51 , 14.02 , 985.90 , 187.32 , 985.90 , 187.32 , 78.43 , 705.88 , 985.90 ,,,,, 985.90 ,,0.00540214,0.0100384981858223,,, 3.00 , -   , -   , -   , -   , -   , 2.82 , -   , 20.50 , 8.20 , 20.50 , -   , 2.50 , 91.29 , 821.58 
ENGINE BELT 10PK1980mm SLX - CORREIA DO MOTOR 10PK 1980MM USADO EM MOTOR A DIESEL DE EQUIPAMENTO DE REFRIGERAÇÃO,19,39,GO781831,006440, 4010.39.00 ,1,0.350000,0.35,0.00528063,7.7000, 7.700 , 44.08 , -   , -   , 11.15 , 63.80 , -   , -   , 18.8453 , 18.8453 , -   , -   , -   , -   , 18.85 , 107.87 ,12.60%,6.50%,2.10%,9.65%,19.00%,,, 13.59 , 121.46 , 7.90 , 107.87 , 2.27 , 10.41 , 2.07 , 177.90 , 33.80 , 177.90 , 33.80 , 121.46 , 121.46 , 177.90 ,,,,, 177.90 ,,0.00079687,0.0100384981858223,,, 0.44 , -   , -   , -   , -   , -   , 0.42 , -   , 3.02 , 1.21 , 3.02 , -   , 0.37 , 147.50 , 147.50 
RUBBER BELT ERA 781340 - CORREIA DE BORRACHA ERA 0781340 USADA EM MOTOR DIESEL DE EQUIPAMENTO DE REFRIGERAÇÃO,20,40,GO781968,006441, 4010.31.00 ,1,0.070000,0.07,0.00105613,2.7000, 2.700 , 15.46 , -   , -   , 2.23 , 12.76 , -   , -   , 4.9291 , 4.9291 , -   , -   , -   , -   , 4.93 , 28.21 ,12.60%,6.50%,2.10%,9.65%,19.00%,,, 3.56 , 31.77 , 2.07 , 28.21 , 0.59 , 2.72 , 0.73 , 46.76 , 8.88 , 46.76 , 8.88 , 31.77 , 31.77 , 46.76 ,,,,, 46.76 ,,0.00027942,0.0100384981858223,,, 0.16 , -   , -   , -   , -   , -   , 0.15 , -   , 1.06 , 0.42 , 1.06 , -   , 0.13 , 39.06 , 39.06 
BELT SLX 1E32438H09 ERA 781744 - CORREIA DO MOTOR 6PK3103 SLX 1E32438H09 *ERA 781744 USADO EM MOTOR DIESEL DE EQUIPAMENTO DE REFRIGERAÇÃO,20,41,GO781945,006486, 4010.31.00 ,1,0.270000,0.27,0.00407363,9.8000, 9.800 , 56.10 , -   , -   , 8.60 , 49.21 , -   , -   , 18.3978 , 18.3978 , -   , -   , -   , -   , 18.40 , 105.31 ,12.60%,6.50%,2.10%,9.65%,19.00%,,, 13.27 , 118.58 , 7.71 , 105.31 , 2.21 , 10.16 , 2.63 , 174.44 , 33.14 , 174.44 , 33.14 , 118.58 , 118.58 , 174.44 ,,,,, 174.44 ,,0.00101419,0.0100384981858223,,, 0.56 , -   , -   , -   , -   , -   , 0.53 , -   , 3.85 , 1.54 , 3.85 , -   , 0.47 , 145.61 , 145.61 
,,,,,,651,,66.28,1.00,," 9,662.84 "," 55,311.06 ", -   , -   ," 2,110.60 "," 12,081.29 ", -   , -   ,," 11,773.4400 ", -   , -   , -   , -   ," 11,773.44 "," 67,392.35 ",,,,,,,," 9,747.14 "," 77,139.49 "," 3,568.47 "," 67,392.35 "," 1,415.24 "," 6,959.64 "," 2,594.87 "," 113,182.36 "," 21,504.65 "," 113,182.36 "," 21,504.65 ",," 77,139.49 "," 113,182.36 ",,,,," 113,182.36 ",, 1.00 ,,,, 555.24 , -   , -   , -   , -   , -   , 521.63 , -   ," 3,795.00 "," 1,518.00 "," 3,795.00 ", -   , 462.85 ," 9,499.16 "," 95,935.56 "
